,0
2735,850
2736,1039
2737,1144
2738,998
2739,1049
2740,1405
2741,929
2742,903
2743,840
2744,792
2745,754
2746,769
2747,841
2748,765
2749,780
2750,804
2751,790
2752,724
2753,724
2754,861
2755,746
2756,702
2757,607
2758,590
2759,658
2760,1586
2761,1289
2762,1245
2763,1159
2764,842
2765,840
2766,814
2767,918
2768,983
2769,847
2770,714
2771,713
2772,634
2773,834
2774,923
2775,1797
2776,933
2777,968
2778,986
2779,971
2780,1021
2781,1271
2782,1255
2783,750
2784,649
2785,818
2786,725
2787,747
2788,694
2789,753
2790,777
2791,685
2792,708
2793,520
2794,551
2795,888
2796,707
2797,942
2798,915
2799,777
2800,959
2801,1449
2802,2526
2803,1605
2804,1265
2805,1334
2806,2026
2807,1421
2808,2169
2809,1212
2810,2474
2811,1065
2812,802
2813,888
2814,794
2815,964
2816,824
2817,1294
2818,1275
2819,1470
2820,1126
2821,1146
2822,894
2823,878
2824,1126
2825,1046
2826,1141
2827,1123
2828,952
2829,886
2830,919
2831,656
2832,713
2833,533
2834,730
2835,816
2836,1064
2837,1649
2838,1971
2839,1681
2840,1829
2841,1277
2842,1244
2843,1357
2844,1216
2845,1235
2846,1329
2847,1304
2848,1329
2849,1133
2850,1188
2851,1245
2852,1160
2853,1226
2854,1243
2855,1464
2856,1194
2857,1175
2858,1119
2859,1182
2860,1059
2861,1044
2862,955
2863,1385
2864,985
2865,1018
2866,1584
2867,1504
2868,1229
2869,1203
2870,1078
2871,989
2872,828
2873,946
2874,957
2875,983
2876,997
2877,950
2878,1095
2879,1027
2880,812
2881,957
2882,842
2883,857
2884,1381
2885,1308
2886,1489
2887,1509
2888,1511
2889,1538
2890,1304
2891,1139
2892,972
2893,1126
2894,926
2895,995
2896,829
2897,913
2898,799
2899,661
2900,653
2901,547
2902,676
2903,672
2904,960
2905,1119
2906,1403
2907,1500
2908,1473
2909,1770
2910,1567
2911,1188
2912,1192
2913,1490
2914,1225
2915,1097
2916,799
2917,1128
2918,990
2919,1148
2920,1519
2921,1213
2922,1237
2923,1293
2924,1008
2925,1627
2926,2315
2927,1813
2928,1612
2929,1542
2930,1629
2931,1737
2932,1917
2933,1853
2934,1927
2935,1982
2936,1668
2937,1502
2938,1019
2939,1584
2940,1614
2941,1886
2942,2045
2943,2014
2944,2236
2945,2292
2946,1971
2947,1947
2948,1947
2949,1753
2950,1695
2951,1940
2952,1501
2953,757
2954,862
2955,958
2956,1008
2957,935
2958,983
2959,992
2960,1315
2961,2180
2962,2058
2963,2235
2964,2469
2965,2818
2966,1917
2967,2549
2968,2435
2969,2110
2970,1769
2971,1139
2972,1483
2973,1853
2974,2332
2975,1788
2976,2614
2977,2421
2978,2305
2979,2650
2980,2531
2981,2641
2982,1766
2983,1887
2984,1492
2985,2084
2986,1792
2987,1757
2988,1632
2989,1922
2990,1883
2991,1655
2992,1670
2993,1769
2994,1578
2995,1320
2996,1489
2997,1283
2998,867
2999,1178
3000,1281
3001,1901
3002,1897
3003,2468
3004,2470
3005,2519
3006,2098
3007,2319
3008,2474
3009,1954
3010,1916
3011,2361
3012,1983
3013,1755
3014,1461
3015,1559
3016,1745
3017,1705
3018,1783
3019,1487
3020,1616
3021,1806
3022,1669
3023,1739
3024,1649
3025,1550
3026,2001
3027,2027
3028,1982
3029,1973
3030,1987
3031,1797
3032,1724
3033,1360
3034,1047
3035,1652
3036,1400
3037,1228
3038,1025
3039,1101
3040,1184
3041,1200
3042,1014
3043,1577
3044,1200
3045,1103
3046,1300
3047,1166
3048,1316
3049,1741
3050,1662
3051,1396
3052,1443
3053,1690
3054,1077
3055,1105
3056,1230
3057,912
3058,1232
3059,1482
3060,1220
3061,1110
3062,1004
3063,1004
3064,1149
3065,1810
3066,1576
3067,1105
3068,1025
3069,2069
3070,1237
3071,1221
3072,1362
3073,1181
3074,1099
3075,931
3076,1050
3077,1162
3078,1096
3079,946
3080,1104
3081,1096
3082,1223
3083,1112
3084,1723
3085,1144
3086,1097
3087,1222
3088,1279
3089,1060
3090,1193
3091,2229
3092,1526
3093,2592
3094,1294
3095,1091
3096,1305
3097,1323
3098,1017
3099,1145
3100,1241
3101,1151
3102,1006
3103,995
3104,1364
3105,1338
3106,1159
3107,1165
3108,1039
3109,968
3110,850
3111,1169
3112,1553
3113,1226
3114,1210
3115,1082
3116,1043
3117,777
3118,819
3119,793
3120,963
3121,844
3122,768
3123,739
3124,718
3125,975
3126,681
3127,1009
3128,1057
3129,929
3130,860
3131,1007
3132,2255
3133,1734
3134,1485
3135,1658
3136,1087
3137,1024
3138,1098
3139,1157
3140,1086
3141,1046
3142,1005
3143,804
3144,1026
3145,1714
3146,2364
3147,1764
3148,1137
3149,1330
3150,1697
3151,1614
3152,1891
3153,1954
3154,1878
3155,2451
3156,2975
3157,3273
3158,2235
3159,2079
3160,1791
3161,2123
3162,2830
3163,2967
3164,2026
3165,1471
3166,2663
3167,2642
3168,1854
3169,1987
3170,1723
3171,1886
3172,1497
3173,1408
3174,1525
3175,1332
3176,2373
3177,2184
3178,1865
3179,1685
3180,1759
3181,1564
3182,899
3183,766
3184,899
3185,652
3186,828
3187,1206
3188,1243
3189,2320
3190,2410
3191,1802
3192,1772
3193,1478
3194,1526
3195,1371
3196,1572
3197,1355
3198,1357
3199,1329
3200,1075
3201,1175
3202,1199
3203,1172
3204,1322
3205,984
3206,901
3207,1001
3208,860
3209,870
3210,1076
3211,930
3212,1612
3213,1242
3214,1116
3215,1424
3216,1546
3217,1402
3218,1157
3219,965
3220,1104
3221,1217
3222,970
3223,833
3224,1058
3225,1115
3226,920
3227,1125
3228,965
3229,733
3230,967
3231,1047
3232,1103
3233,766
3234,858
3235,1512
3236,1096
3237,769
3238,785
3239,794
3240,796
3241,865
3242,1042
3243,799
3244,802
3245,704
3246,715
3247,581
3248,697
3249,1148
3250,802
3251,769
3252,625
3253,775
3254,871
3255,627
3256,2137
3257,2032
3258,1405
3259,1414
3260,1069
3261,1138
3262,866
3263,1034
3264,946
3265,904
3266,780
3267,773
3268,752
3269,776
3270,1021
3271,969
3272,1002
3273,799
3274,1080
3275,846
3276,950
3277,1340
3278,986
3279,935
3280,704
3281,615
3282,685
3283,739
3284,758
3285,855
3286,667
3287,813
3288,631
3289,656
3290,580
3291,634
3292,698
3293,613
3294,647
3295,640
3296,553
3297,1783
3298,2216
3299,2384
3300,2473
3301,2118
3302,2249
3303,1511
3304,1530
3305,1554
3306,1664
3307,757
3308,694
3309,630
3310,1235
3311,1450
3312,1754
3313,1435
3314,1881
3315,1357
3316,1572
3317,1410
3318,1550
3319,2150
3320,1469
3321,1596
3322,1705
3323,1994
3324,1485
3325,1095
3326,1071
3327,723
3328,563
3329,1318
3330,1736
3331,1994
3332,1956
3333,2081
3334,2790
3335,2008
3336,2418
3337,1700
3338,1351
3339,1875
3340,1796
3341,2225
3342,1872
3343,1369
3344,923
3345,1105
3346,1328
3347,1431
3348,1185
3349,1473
3350,1240
3351,1067
3352,653
3353,1318
3354,1069
3355,2035
3356,2489
3357,1815
3358,1592
3359,1514
3360,1563
3361,1681
3362,1530
3363,1712
3364,1485
3365,1769
3366,1776
3367,1478
3368,1635
3369,1377
3370,758
3371,816
3372,862
3373,904
3374,924
3375,1066
3376,1251
3377,1368
3378,1399
3379,1508
3380,2371
3381,1750
3382,1787
3383,1628
3384,1635
3385,1410
3386,1119
3387,1210
3388,1101
3389,1159
3390,1024
3391,954
3392,714
3393,719
3394,951
3395,635
3396,775
3397,652
3398,613
3399,794
3400,883
3401,1126
3402,1180
3403,1057
3404,935
3405,877
3406,898
3407,1055
3408,1393
3409,791
3410,865
3411,863
3412,688
3413,849
3414,1010
3415,1237
3416,979
3417,972
3418,935
3419,781
3420,760
3421,1857
3422,2392
3423,1577
3424,1319
3425,1448
3426,1111
3427,1294
3428,1190
3429,1046
3430,1044
3431,885
3432,1289
3433,1203
3434,907
3435,1047
3436,1091
3437,1767
3438,1991
3439,1723
3440,1396
3441,1199
3442,1701
3443,1506
3444,1348
3445,943
3446,1034
3447,894
3448,1065
3449,905
3450,798
3451,879
3452,897
3453,975
3454,910
3455,855
3456,1301
3457,1179
3458,1127
3459,1137
3460,977
3461,1138
3462,1056
3463,2864
3464,1712
3465,1809
3466,1612
3467,1505
3468,925
3469,1973
3470,1199
3471,1385
3472,1142
3473,1306
3474,1269
3475,949
3476,923
3477,1288
3478,1175
3479,1382
3480,894
3481,1123
3482,1129
3483,1560
3484,1553
3485,1231
3486,1490
3487,1455
3488,1276
3489,1562
3490,1769
3491,1404
3492,1249
3493,1398
3494,1375
3495,1172
3496,1230
3497,1860
3498,1654
3499,1835
3500,1618
3501,2073
3502,2070
3503,2034
3504,2108
3505,2187
3506,1856
3507,1531
3508,1727
3509,1736
3510,2071
3511,2045
3512,1450
3513,1564
3514,2001
3515,1839
3516,1984
3517,2197
3518,2362
3519,1669
3520,1897
3521,2018
3522,1976
3523,1846
3524,1843
3525,2316
3526,2740
3527,2732
3528,2195
3529,3257
3530,2346
3531,2512
3532,2969
3533,2162
3534,2340
3535,2675
3536,2380
3537,2386
3538,2613
3539,2688
3540,2095
3541,2387
3542,2170
3543,2056
3544,1865
3545,2910
3546,2374
3547,2535
3548,2316
3549,2092
3550,2323
3551,2026
3552,1833
3553,2278
3554,2410
3555,2004
3556,2084
3557,2180
3558,2045
3559,2563
3560,1889
3561,1865
3562,1979
3563,2125
3564,1746
3565,1437
3566,2048
3567,2239
3568,2105
3569,2079
3570,2297
3571,1724
3572,1753
3573,2268
3574,2131
3575,1553
3576,1725
3577,1625
3578,1922
3579,2208
3580,2226
3581,1915
3582,2152
3583,2421
3584,2284
3585,1950
3586,1868
3587,2906
3588,2129
3589,1920
3590,1957
3591,1961
3592,1927
3593,2156
3594,2056
3595,2222
3596,1689
3597,1977
3598,1863
3599,2137
3600,1740
3601,1524
3602,1749
3603,1866
3604,1655
3605,1142
3606,1617
3607,2752
3608,2584
3609,2480
3610,2359
3611,1886
3612,1889
3613,2405
3614,1936
3615,2334
3616,2223
3617,2742
3618,2381
3619,2248
3620,2289
3621,2587
3622,2228
3623,2809
3624,2431
3625,2670
3626,2502
3627,2747
3628,2811
3629,2834
3630,2346
3631,2698
3632,2110
3633,2129
3634,2182
3635,2404
3636,2300
3637,1685
3638,2153
3639,2226
3640,2043
3641,2361
3642,2305
3643,2008
3644,2111
3645,2326
3646,2641
3647,2821
3648,2226
3649,2422
3650,1859
3651,1905
3652,2227
3653,1892
3654,2097
3655,2290
3656,3122
3657,2758
3658,2150
3659,2060
3660,2076
3661,1637
3662,1991
3663,2350
3664,1814
3665,2006
3666,1329
3667,1863
3668,1795
3669,2588
3670,3198
3671,2484
3672,2437
3673,1977
3674,1549
3675,1714
3676,1634
3677,1690
3678,1690
3679,1982
3680,1868
3681,1503
3682,1988
3683,2101
3684,1929
3685,1871
3686,2566
3687,2056
3688,1755
3689,1922
3690,1901
3691,1768
3692,1921
3693,1686
3694,2080
3695,1764
3696,1875
3697,2001
3698,2190
3699,2594
3700,2217
3701,2082
3702,2145
3703,2170
3704,2312
3705,2323
3706,2007
3707,2408
3708,2362
3709,2781
3710,2077
3711,2108
3712,2314
3713,2816
3714,2428
3715,2616
3716,2581
3717,2731
3718,2305
3719,1880
3720,1883
3721,1958
3722,2007
3723,2309
3724,1860
3725,2065
3726,2217
3727,2087
3728,2344
3729,2683
3730,2389
3731,2706
3732,2442
3733,2382
3734,1807
3735,1874
3736,1603
3737,1939
3738,1713
3739,1892
3740,1922
3741,1750
3742,1613
3743,1769
3744,1558
3745,1887
3746,2025
3747,2352
3748,2135
3749,2188
3750,1706
3751,2073
3752,2244
3753,2479
3754,2248
3755,2599
3756,2111
3757,2266
3758,1943
3759,2200
3760,2475
3761,2200
3762,1955
3763,1824
3764,1822
3765,2589
3766,2038
3767,2475
3768,2070
3769,1954
3770,1971
3771,1935
3772,2197
3773,2349
3774,2366
3775,2364
3776,1739
3777,1955
3778,1896
3779,1634
3780,1894
3781,1561
3782,1393
3783,1721
3784,1577
3785,2015
3786,2199
3787,1647
3788,1682
3789,1575
3790,1480
3791,1646
3792,1916
3793,2347
3794,2527
3795,2758
3796,2120
3797,1937
3798,1897
3799,2000
3800,1913
3801,1888
3802,1799
3803,1892
3804,1617
3805,2087
3806,1649
3807,2072
3808,2235
3809,1453
3810,1782
3811,1864
3812,1580
3813,2208
3814,2028
3815,3260
3816,2562
3817,1918
3818,1853
3819,1936
3820,1942
3821,1874
3822,2036
3823,1765
3824,1302
3825,1356
3826,1401
3827,1507
3828,2026
3829,2566
3830,1684
3831,1851
3832,1670
3833,1917
3834,1808
3835,1896
3836,2268
3837,3296
3838,2086
3839,2134
3840,1753
3841,1414
3842,1597
3843,1501
3844,1054
3845,1033
3846,1239
3847,1071
3848,1588
3849,2277
3850,1994
3851,2507
3852,2038
3853,2558
3854,2010
3855,2240
3856,2558
3857,2143
3858,2801
3859,2777
3860,2912
3861,2619
3862,2840
3863,2177
3864,2219
3865,1899
3866,1931
3867,1509
3868,1400
3869,1544
3870,1913
3871,1792
3872,2135
3873,2001
3874,2065
3875,2133
3876,1892
3877,2298
3878,1776
3879,2005
3880,2023
3881,1871
3882,1927
3883,1787
3884,2177
3885,2292
3886,1957
3887,1849
3888,2116
3889,1873
3890,1978
3891,2054
3892,2153
3893,2083
3894,1965
3895,1856
3896,2195
3897,2174
3898,2017
3899,2082
3900,2130
3901,2037
3902,1789
3903,1568
3904,1622
3905,1310
3906,1173
3907,1412
3908,1218
3909,1321
3910,1939
3911,3742
3912,2254
3913,2038
3914,1703
3915,1826
3916,2034
3917,2000
3918,1712
3919,1897
3920,1567
3921,1536
3922,1609
3923,1646
3924,1337
3925,1092
3926,1181
3927,1316
3928,1072
3929,1587
3930,1348
3931,1884
3932,1392
3933,1362
3934,1772
3935,2103
3936,1372
3937,1973
3938,2468
3939,1545
3940,1755
3941,2234
3942,2173
3943,2290
3944,2712
3945,2150
3946,1464
3947,2058
3948,1598
3949,1493
3950,1104
3951,1250
3952,1387
3953,1501
3954,1467
3955,1688
3956,1669
3957,1919
3958,1701
3959,2664
3960,1989
3961,2221
3962,2034
3963,1825
3964,1568
3965,1789
3966,2006
3967,1933
3968,1899
3969,1940
3970,1893
3971,2002
3972,2148
3973,2140
3974,1741
3975,2143
3976,2477
3977,2844
3978,2541
3979,1959
3980,3172
3981,2761
3982,2290
3983,2488
3984,2041
3985,2378
3986,2494
3987,2012
3988,2017
3989,2086
3990,2108
3991,2106
3992,1729
3993,2397
3994,2829
3995,2503
3996,3283
3997,2798
3998,2503
3999,2505
4000,2229
4001,3906
4002,2506
4003,1858
4004,1655
4005,1707
4006,1743
4007,1700
4008,1642
4009,1184
4010,1044
4011,1259
4012,1277
4013,1485
4014,2897
4015,2655
4016,2279
4017,2698
4018,2480
4019,2865
4020,3172
4021,2439
4022,2868
4023,2923
4024,2689
4025,2460
4026,2774
4027,2749
4028,2134
4029,2680
4030,2389
4031,1654
4032,1420
4033,1510
4034,1808
4035,2241
4036,2526
4037,1927
4038,1824
4039,2135
4040,1920
4041,2277
4042,2487
4043,2508
4044,2375
4045,2508
4046,2722
4047,2290
4048,2528
4049,2022
4050,2051
4051,2340
4052,2279
4053,2248
4054,2332
4055,2491
4056,2008
4057,2349
4058,1795
4059,2041
4060,2371
4061,2552
4062,2680
4063,2312
4064,2034
4065,2049
4066,2726
4067,2482
4068,2862
4069,2259
4070,2694
4071,2081
4072,2830
4073,2564
4074,3636
4075,4239
4076,3153
4077,2659
4078,1567
4079,2001
4080,2110
4081,2161
4082,2212
4083,1977
4084,2009
4085,2384
4086,1975
4087,1693
4088,1922
4089,2193
4090,1779
4091,2057
4092,1762
4093,1615
4094,2014
4095,2436
4096,1944
4097,1712
4098,1896
4099,2121
4100,2518
4101,2144
4102,1218
4103,1397
4104,1915
4105,1965
4106,2391
4107,2310
4108,1962
4109,2015
4110,2204
4111,2503
4112,2224
4113,2263
4114,1883
4115,1830
4116,1937
4117,1648
4118,1587
4119,1437
4120,1366
4121,1353
4122,1628
4123,1396
4124,1947
4125,1954
4126,1940
4127,2077
4128,2456
4129,1915
4130,1658
4131,1611
4132,1507
4133,1435
4134,1385
4135,1436
4136,1481
4137,1585
4138,1639
4139,1706
4140,1225
4141,1299
4142,1454
4143,1278
4144,1658
4145,2640
4146,1802
4147,1672
4148,1476
4149,1751
4150,1772
4151,1352
4152,1884
4153,1375
4154,1574
4155,1126
4156,1466
4157,1511
4158,1649
4159,2059
4160,1625
4161,1534
4162,1384
4163,1174
4164,1698
4165,1881
4166,1805
4167,3182
4168,2221
4169,2138
4170,2085
4171,1414
4172,1373
4173,1733
4174,1350
4175,1646
4176,1455
4177,1478
4178,1951
4179,1251
4180,1435
4181,1108
4182,999
4183,2128
4184,2713
4185,3709
4186,3709
4187,3018
4188,2747
4189,2292
4190,2100
4191,2485
4192,2458
4193,3612
4194,2963
4195,2363
4196,2008
4197,2542
4198,2266
4199,2153
4200,2043
4201,2325
4202,1934
4203,2496
4204,2703
4205,2963
4206,2511
4207,2850
4208,2263
4209,2426
4210,2365
4211,2423
4212,2313
4213,2421
4214,2141
4215,2261
4216,2160
4217,2485
4218,2242
4219,2210
4220,1615
4221,1285
4222,1623
4223,1175
4224,1379
4225,1973
4226,3315
4227,3158
4228,2805
4229,3199
4230,2217
4231,2176
4232,2098
4233,2037
4234,2517
4235,2916
4236,2546
4237,2183
4238,2151
4239,2147
4240,2312
4241,2635
4242,2268
4243,1600
4244,1864
4245,2029
4246,1717
4247,1802
4248,1913
4249,2457
4250,1831
4251,2205
4252,2956
4253,2639
4254,1969
4255,2485
4256,1937
4257,1961
4258,1907
4259,1374
4260,1527
4261,1582
4262,1832
4263,2100
4264,2271
4265,1893
4266,2678
4267,3138
4268,2469
4269,2200
4270,2013
4271,1875
4272,1916
4273,1755
4274,2059
4275,2173
4276,1950
4277,1808
4278,2190
4279,1969
4280,1658
4281,2014
4282,1453
4283,1234
4284,1759
4285,1564
4286,1869
4287,1804
4288,2220
4289,1758
4290,2428
4291,2040
4292,2035
4293,2163
4294,1887
4295,2564
4296,2459
4297,2115
4298,2106
4299,2319
4300,2119
4301,2178
4302,2231
4303,2447
4304,2125
4305,1773
